ots_id	source	target	stance	year	title	subtitle	text
OTS_20080924_OTS0118	1100000	0	-2.0	2008	Fazekas: Investition schafft Arbeitsplätze und soziale Sicherheit	Ohne SPÖ wäre AUA mit 65.000 Arbeitsplätzen verkauft worden	"Wien (SK) - ""Investition in die Forschung, Infrastruktur und Technologie schafft nachhaltige Arbeitsplätze. Und das bedeutet soziale Sicherheit, Lebensstandard und Wohlstand für junge Menschen und Familien"", betonte SPÖ-Nationalratsabgeordneter Hannes Fazekas in der aktuellen Fragestunde heute, Mittwoch, im Nationalrat. Faymann habe erkannt, dass es hier rasch zu handeln gilt und er handle auch, so Fazekas, der weiters betonte, dass es notwendig sei, in Forschung zu investieren, um auch wettbewerbsfähig zu sein. ****  "
OTS_20021112_OTS0170	1200000	1	-1.0	2002	STUMMVOLL: GUSENBAUER WILL WAHLLÜGE SCHRÖDERS IN ÖSTERREICH WIEDERHOLEN	ÖVP will erfolgreichen Reformweg weitergehen	"Wien, 12. November 2002 (ÖVP-PK) ""Die ÖVP will den erfolgreichen Reformweg der letzten zweieinhalb Jahre weitergehen. Dazu dient auch die Aufnahme von Finanzminister Grasser in das Kompetenzteam. In dieser Hinsicht kann ich SPÖ-Chef Alfred Gusenbauer nur bestätigen"", sagte heute, Dienstag, ÖVP-Finanzsprecher Abg. Dr. Günter Stummvoll zur heutigen Pressekonferenz von SPÖ-Vorsitzendem Alfred Gusenbauer mit SPÖ-Nationalratskandidaten Markus Marterbauer, ÖGB-Präsident Fritz Verzetnisch und Thomas Joszeffi von der Österreichischen Salinen AG. ***  "
OTS_20171006_OTS0115	1100000	2	0.0	2017	Praterstern – Jarolim will schriftliche Zusage von Sobotka für Wachzimmer	<no subtitle>	Wien (OTS/SK) - SPÖ-Justizsprecher Hannes Jarolim, Abgeordneter und Wahlkreis-Spitzenkandidat von Wien-Leopoldstadt, begrüßt die Ankündigung von Innenminister Sobotka, dass es zur Wiedererrichtung eines Wachzimmers direkt am Praterstern kommt. In einem offenen Brief an Sobotka verweist Jarolim heute darauf, dass die SPÖ seit Jahren diese Wiedererrichtung fordert – schon die frühere Innenminister Mikl-Leitner habe eine Zusage dafür gegeben, allerdings ohne dass es dazu gekommen ist. Nun habe Sobotoka „mit Unterstützung des Wiener ÖVP-Kandidaten Mahrer“ die Umsetzung angekündigt. Von Sobotka und Mahrer wünscht sich Jarolim nun eine Zusage in schriftlicher Form, auch für „den allfälligen Fall der Ausübung eines Ministeramtes durch Sobotka in einer nächsten Bundesregierung“. ****
OTS_20171012_OTS0165	1400000	0	1.0	2017	AVISO: Morgen, 13.10., 10 Uhr – 146. Mahnwache der Grünen für Raif Badawi mit u.a. EP-Abg. Michel Reimon	<no subtitle>	Wien (OTS) - Am Freitag, 13. Oktober 2017, halten die Grünen ihre 146. Mahnwache für Raif Badawi, Waleed Abulkhair (Rechtsanwalt von Raif Badawi) und alle saudischen Gewissensgefangenen vor dem König-Abdullah-Zentrum ab. Unter anderem nimmt diesmal der Abgeordnete des Europäischen Parlaments, Michel Reimon, teil.
OTS_20021029_OTS0121	1100000	2	-1.0	2002	Bures: ÖVP-Berater Ulram geriert sich als vermeintlich neutral	<no subtitle>	"Wien (SK) SPÖ-Bundesgeschäftsführerin Doris Bures sprach im Zusammenhang mit der von Peter Ulram im ORF-Morgenjournal und gegenüber der APA durchgeführten Beurteilung des sogenannten Broukal-Effekts und des neuen Mitglieds im SPÖ-Team Gertraud Knoll von ""tendenziöser Sichtweise eines deklarierten ÖVP-Beraters"". Hier geriere sich ""ein in keinster Weise Unabhängiger vermeintlich als neutral"". Die Meinung Ulrams spiegle aber ""nur zu deutlich die Befehlsausgabe aus der ÖVP-Zentrale in der Wiener Lichtenfelsgasse wider"", so Bures abschließend. ****(Schluss) up  "
OTS_20130913_OTS0172	1600000	1	1.0	2013	Lugar: Genesungswünsche an Barbara Prammer	<no subtitle>	"Wien (OTS) - ""Gerade in schwierigen Zeiten - immer dann, wenn mandaran erinnert wird, dass Gesundheit nicht alles ist, aber ohneGesundheit alles nichts ist - stehen alle parteipolitischenUnterschiede hintan"", erklärt Team Stronach Klubobmann Robert Lugarzur bekannt gewordenen Erkrankung von Parlamentspräsidentin Prammer.""ich wünsche ihr Mut und Kraft für den Weg, der vor ihr liegt undbaldige Genesung!"", so Lugar."
OTS_20080827_OTS0290	1100000	2	0.0	2008	"Bures bittet Molterer: ""Diesen Stil der politischen Auseinandersetzung nicht zulassen"""	"""Treten Sie mit uns in den Wettbewerb der besseren Ideen"""	"Wien (SK) - In Reaktion auf die Frontalattacken des steirischen ÖVP-Obmannes Schützenhöfer auf SPÖ-Vorsitzenden, Bundesminister Werner Faymann bittet SPÖ-Bundesgeschäftsführerin Doris Bures den ÖVP-Vorsitzenden Wilhelm Molterer eindringlich, ""einen solchen Stil in der politischen Auseinandersetzung nicht zuzulassen"". ****  "
OTS_20130918_OTS0233	1200000	1	-1.0	2013	Ikrath: Jarolim irrt und sollte Zurufe einstellen	Vollzugsdirektion des BMJ hat Fall zur Anzeige gebracht, Ermittlungen laufen – Jarolims Forderung nach Abschaffung lebenslanger Haftstrafen ist erschütternd	"Wien, 18. September 2013 (ÖVP-PK) ""Jarolim irrt, wenn er Justizministerin Beatrix Karl Untätigkeit vorwirft. Die Vollzugsdirektion des Justizministeriums hat sofort gehandelt und von sich aus den Fall zur Anzeige gebracht"", sagt ÖVP-Justizsprecher Michael Ikrath. ""Das Gegenteil von Vertuschung ist also der Fall, nämlich Aufklärung! Die Staatsanwaltschaft ermittelt bereits."" Deshalb würde es dem SPÖ-Justizsprecher gut anstehen, ""die Staatsanwaltschaft arbeiten und den Fall aufzuklären zu lassen"", stellt Ikrath klar. ""Die Vorfälle sind ohne Diskussion widerwärtig, aber das rechtfertigt nicht, den Rechtsstaat außer Kraft zu setzen, Vorverurteilungen auszusprechen und ihn zu primitiven Wahlkampfagitationen zu missbrauchen. Das ist für einen Justizsprecher nur peinlich."" ****  "
OTS_20170916_OTS0008	1100000	2	-1.0	2017	Klage gegen Kurz erfolgreich: Einstweilige Verfügung erwirkt	Niedermühlbichler: Kurz darf falsche Behauptung über 100.000-Euro-Spende an SPÖ nicht mehr verbreiten	Wien (OTS) - Die SPÖ hat eine einstweilige Verfügung gegen ÖVP-Obmann Sebastian Kurz erwirkt.. „Wir sahen uns gezwungen, gegen Kurz‘ haltlosen Vorwurf gerichtlich vorzugehen – und wir haben Recht bekommen“, sagt dazu SP-Bundesgeschäftsführer Georg Niedermühlbichler.
OTS_20080918_OTS0141	1400000	3	-1.0	2008	"Öllinger zu FPÖ: ""Verbotsgesetz als Grundpfeiler der 2. Republik unantastbar"""	Hofer-Aussagen zeigen das wahre Gesicht der FPÖ	"Wien (OTS) - ""Die Aussagen von FPÖ-Abgeordneten Norbert Hofer, über das NS-Verbotsgesetz abstimmen zu wollen, sind schlicht abzulehnen"", erklärte der stellvertretende Klubobmann der Grünen, Karl Öllinger. ""Das NS-Verbotsgesetz ist ein Grundpfeiler der Zweiten Republik. Es hat einen direkten Zusammenhang zum Staatsvertrag von 1955. Da stellt sich schon die Frage: Will die FPÖ auch den Staatsvertrag annulieren?"" Für Öllinger ist es wenig überraschend, dass die FPÖ, von der viele im rechtsextremen und Burschenschafter-Milieu beheimatet sind, versucht, den Nazis die Mauer zu machen. ""Oder will die FPÖ das Verbotsgesetz antasten, bevor noch ein paar Strache-Fotos auftauchen?""  "
